title,summary,url,category
Édouard-Henri Avril,"Édouard-Henri Avril (French: [avʁil]; 21 May 1849 – 28 July 1928) was a French painter and commercial artist. Under the pseudonym Paul Avril, he was an illustrator of erotic literature.
Avril was a soldier before starting his career in art; he was awarded with the Legion of Honour for his actions in the Franco-Prussian War.",https://en.wikipedia.org/wiki/%C3%89douard-Henri_Avril,Franco-Prussian War
Entente Cordiale,The Entente Cordiale (French pronunciation: [ɑ̃tɑ̃t kɔʁdjal]; lit. 'Cordial Agreement') comprised a series of agreements signed on 8 April 1904 between the United Kingdom and France which saw a significant improvement in Anglo-French relations.,https://en.wikipedia.org/wiki/Entente_Cordiale,Franco-Prussian War
Frédéric Passy,"Frédéric Passy (20 May 1822 – 12 June 1912) was a French economist and pacifist who was a founding member of several peace societies and the Inter-Parliamentary Union. He was also an author and politician, sitting in the Chamber of Deputies from 1881 until 1889. He was a joint winner of the Nobel Peace Prize in 1901 for his work in the European peace movement.
Born in Paris to a prominent Catholic and Orléanist family, Passy was surrounded by military veterans and politicians. After training in law, he worked as an accountant and served in the National Guard. He soon left this position and began travelling around France giving lectures on economics. Following years of violent conflicts across Europe, Passy joined the peace movement in the 1850s, working with several notable activists and writers to develop journals, articles, and educational curricula.
While sitting in the Chamber of Deputies, Passy developed the Inter-parliamentary Conference (later the Inter-Parliamentary Union) with British MP William Randal Cremer. Alongside this, he founded several peace societies: the Ligue Internationale et Permanente de la Paix, the Société Française des Amis de la Paix, and the Société Française pour l'Arbitrage entre Nations. Passy's work in the peace movement continued into his later years, and in 1901, he was awarded the Nobel Peace Prize alongside Red Cross founder, Henry Dunant.
Passy died in 1912 after a long period of illness and incapacitation. Despite his economic works gaining little traction, his efforts in the peace movement resulted in him being recognised as the ""dean of European peace activists"". His son, Paul Passy, published a memoir of his life in 1927, and his works are still being republished and translated into English in the 21st Century.

",https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Passy,Franco-Prussian War
The Civil War in France,"""The Civil War in France"" (German: Der Bürgerkrieg in Frankreich) is a pamphlet written and first published in 1871 by Karl Marx as an official statement of the General Council of the First International on the Franco-Prussian War and on the character and significance of the struggle of the Communards in the Paris Commune.

",https://en.wikipedia.org/wiki/The_Civil_War_in_France,Franco-Prussian War
Ludwig II of Bavaria,"Ludwig II (Ludwig Otto Friedrich Wilhelm; 25 August 1845 – 13 June 1886), also called the Swan King or the Fairy Tale King (der Märchenkönig), was King of Bavaria from 1864 until his death in 1886. He also held the titles of Count Palatine of the Rhine, Duke of Bavaria, Duke of Franconia and Duke in Swabia. Outside Germany, he is at times called ""the Mad King"" or Mad King Ludwig.
Ludwig ascended to the throne in 1864 at the age of 18. He increasingly withdrew from day-to-day affairs of state in favour of extravagant artistic and architectural projects. He commissioned the construction of lavish palaces: Neuschwanstein Castle, Linderhof Palace, and Herrenchiemsee. He was also a devoted patron of the composer Richard Wagner. Ludwig spent all his own private royal revenues (although not state funds as is commonly thought) on these projects, borrowed extensively, and defied all attempts by his ministers to restrain him. This extravagance was used against him to declare him insane, a determination that is now questioned.
Ludwig was taken into custody and effectively deposed on 12 June 1886; he and his doctor were found dead the following day. His death was ruled to be a suicide, a conclusion that is also now questioned. Today, his architectural and artistic legacy includes many of Bavaria's most important tourist attractions.",https://en.wikipedia.org/wiki/Ludwig_II_of_Bavaria,Franco-Prussian War
Bernhard Wolff,"Bernhard Wolff (3 March 1811 – 11 May 1879) was a German media mogul. He was editor of the Vossische Zeitung, founder of the National Zeitung (1848–1938), and founder of Wolffs Telegraphisches Bureau (1849–1934), one of the first press agencies in Europe and one of the three great European telegraph monopolies until World War II, the other two being the English Reuters and the French Havas. The second son of a Jewish banker, Wolff lived and died in Berlin.",https://en.wikipedia.org/wiki/Bernhard_Wolff,Franco-Prussian War
Battle of Saarbrücken,"The Battle of Saarbrücken was the first major engagement between the French Empire and the Kingdom of Prussia during the Franco-Prussian War. The battle took place on 2 August 1870, around the city of Saarbrücken.",https://en.wikipedia.org/wiki/Battle_of_Saarbr%C3%BCcken,Franco-Prussian War
Berlin Victory Column,"The Victory Column (German: Siegessäule pronounced [ˈziːɡəsˌzɔɪ̯lə] , from Sieg 'victory' + Säule 'column') is a monument in Berlin, Germany. Designed by Heinrich Strack after 1864 to commemorate the Prussian victory over Denmark in the Second Schleswig War, by the time it was inaugurated on 2 September 1873, Prussia had also defeated Austria and its German allies in the Austro-Prussian War (1866) and France in the Franco-Prussian War (1870–71), giving the statue a new purpose. Different from the original plans, these later victories in the unification wars inspired the addition of the bronze sculpture of Victoria, the Roman goddess of victory, 8.3 metres (27 ft) high, designed by Friedrich Drake, giving the victory column its current height of 67m.
Berliners have given the statue the nickname Goldelse, meaning something like ""Golden Lizzy"", named after an 1866 novel by E. Marlitt and its heroine.
The Victory Column is a major tourist attraction in the city of Berlin. Its viewing platform, for which a ticket is required, offers a view over Berlin.",https://en.wikipedia.org/wiki/Berlin_Victory_Column,Franco-Prussian War
Proclamation of the German Empire (paintings),"The Proclamation of the German Empire (18 January 1871) is the title of several historical paintings by the German painter Anton von Werner.
On 18 January 1871, Anton von Werner was present at the proclamation of the German Empire in Versailles in his capacity as a painter. In the following years, he produced several versions of the imperial proclamation at greater intervals, two of which were shown in prominent places in Berlin. Only a third version was preserved to Otto von Bismarck's last residence, Friedrichsruh, and is now open to the public. It is the most reproduced picture of the Imperial Proclamation.
Since the three paintings show strong differences, the images are of great documentary and historical dichotomy. Von Werner obviously adapted them to the wishes of his respective clients. The clothes worn by Bismarck in the first painting do not match with the other two paintings. Bismarck is wearing his white parade uniform in the second and third painting, which places him in the focus of the viewer. In fact, in Versailles, he was wearing a blue gun coat. In addition, he was holding the Order of Pour le Mérite on his white uniform, which he received in 1884. Minister of War Albrecht von Roon, who did not participate in the proclamation of Versailles, was also included in the third version. In the first, second, and third paintings, the Grand Duke of Baden summons the new emperor. The perspective makes it appear that the imperial proclamation was above all a work of the princes and of the military.
Von Werner began working on the picture as one of the most active and influential German artists.",https://en.wikipedia.org/wiki/Proclamation_of_the_German_Empire_(paintings),Franco-Prussian War
Battle of Sedan,"The Battle of Sedan was fought during the Franco-Prussian War from 1 to 2 September 1870. Resulting in the capture of Emperor Napoleon III and over a hundred thousand troops, it effectively decided the war in favour of Prussia and its allies, though fighting continued under a new French government.
The 130,000-strong French Army of Châlons, commanded by Marshal Patrice de MacMahon and accompanied by Napoleon III, was attempting to lift the siege of Metz, only to be caught by the Prussian Fourth Army and defeated at the Battle of Beaumont on 30 August. Commanded by Generalfeldmarschall Helmuth von Moltke and accompanied by Prussian King Wilhelm I and Prussian Chancellor Otto von Bismarck, the Fourth Army and the Prussian Third Army encircled MacMahon's army at Sedan in a battle of annihilation. Marshal MacMahon was wounded during the attacks and command passed to General Auguste-Alexandre Ducrot, until assumed by General Emmanuel Félix de Wimpffen.
Bombarded from all sides by German artillery and with all breakout attempts defeated, the French Army of Châlons capitulated on 2 September, with 104,000 men passing into German captivity along with 558 guns. Napoleon III was taken prisoner, while the French government in Paris continued the war and proclaimed a Government of National Defense on 4 September. The German armies besieged Paris on 19 September.",https://en.wikipedia.org/wiki/Battle_of_Sedan,Franco-Prussian War
Maximilian von Prittwitz,"Maximilian ""Max"" Wilhelm Gustav Moritz von Prittwitz und Gaffron (27 November 1848 – 29 March 1917) was an  Imperial German general. He fought in the Austro-Prussian War, the Franco-Prussian War, and briefly in the  First World War.",https://en.wikipedia.org/wiki/Maximilian_von_Prittwitz,Franco-Prussian War
Podewils gun,"The Podewils rifle-musket was a 13.9mm calibre rifle used in the Bavarian army since 1858. It was the most common infantry weapon of the Bavarian army in the Austro-Prussian War of 1866 and the Franco-Prussian War of 1870/71. Theodor Fontane called it an ""excellent"" weapon of the Austro-Prussian war due to its long range. Originally a muzzleloader, it was converted to breechloading in 1867, the so-called Lindner conversion. In 1869, the Bavarian army started to replace it with the Werder breechloader, but due to budgetary constrains by 1870 most Bavarian troops still used the Podewils while only four infantry battalions had received the Werder (primarily Jäger units). Even the Lindner conversion was inferior to both the Prussian Dreyse needle gun and the French Chassepot.

",https://en.wikipedia.org/wiki/Podewils_gun,Franco-Prussian War
La Danse (Carpeaux),"La Danse is an 1868 sculpture by the French artist Jean-Baptiste Carpeaux.  It was one of four sculptural groups made from Echaillon marble that decorate the façade of the Opera Garnier in Paris, two to either side of the entrance at ground level.  The work was installed in 1869, and widely criticised as obscene.  It was attacked in August 1869 when an anonymous vandal threw black ink over it.  The scandal subsided after the outbreak of the Franco-Prussian War in 1870, and the original statue remained on the façade at the opera until it was transferred to the Louvre Museum in 1964 and replaced by a copy.  The original was moved to the Musée d'Orsay in 1986.
Carpeaux was commissioned by his friend Charles Garnier to make a group based on the dance of Bacchus.  The sculpture comprises several human figures, for which Carpeaux made numerous sketches over three years, using actresses and dancers from the Palais-Royale as models.   At the centre of the group, a garlanded young man with wings smiles as he holds aloft a tambourine while several women dance around him.  It includes sculptural groups L'Amour à la folie.  Carpeaux left out certain ideas, including a bacchante with lowered eyes (model held by the Metropolitan Museum of Art in New York).
Carpeaux completed a final model and the full-size statue in 1868, and it was unveiled at the Opera in July 1869.  The unashamed nakedness of the figures, situated outdoors in full public view, provoked an immediate negative reaction, with some saying it would now be impossible for respectable women and girls to come to the Opera. The statue was attacked on the night of 27–28 August 1869, when black ink was thrown over the statue.  The Opera considered moving the statue inside, but that was opposed by the corps de ballet. The scandal reached such a level Charles Gumery was commissioned to make a replacement (his gilded sculptures of L'Harmonie and  La Poésie already crown the Opera's end pavilions).  The issue was forgotten aft",https://en.wikipedia.org/wiki/La_Danse_(Carpeaux),Franco-Prussian War
November Treaties,The November Treaties (German: Novemberverträge) were three treaties concluded during the Franco-Prussian War in November 1870 which laid the constitutional framework for the founding of the German Empire in January 1871. The treaties were between the North German Confederation under the leadership of the Kingdom of Prussia and the four remaining sovereign German states: the Grand Duchies of Baden and Hesse and the Kingdoms of Bavaria and Württemberg.,https://en.wikipedia.org/wiki/November_Treaties,Franco-Prussian War
Ricciotti Garibaldi,"Ricciotti Garibaldi (24 February 1847 – 17 July 1924) was an Italian soldier, the fourth son of Giuseppe Garibaldi and Anita Garibaldi.",https://en.wikipedia.org/wiki/Ricciotti_Garibaldi,Franco-Prussian War
Alsace,"Alsace is a cultural region and a territorial collectivity in the Grand Est administrative region of northeastern France, on the west bank of the upper Rhine, next to Germany and Switzerland. In January 2021, it had a population of 1,919,745. Alsatian culture is characterized by a blend of German and French influences.
Until 1871, Alsace included the area now known as the Territoire de Belfort, which formed its southernmost part. From 1982 to 2016, Alsace was the smallest administrative région in metropolitan France, consisting of the Bas-Rhin and Haut-Rhin departments. Territorial reform passed by the French Parliament in 2014 resulted in the merger of the Alsace administrative region with Champagne-Ardenne and Lorraine to form Grand Est. On 1 January 2021, the departments of Bas-Rhin and Haut-Rhin merged into the new European Collectivity of Alsace but remained part of the region Grand Est.
Alsatian is an Alemannic dialect closely related to Swabian, although since World War II most Alsatians primarily speak French. Internal and international migration since 1945 has also changed the ethnolinguistic composition of Alsace. For more than 300 years, from the Thirty Years' War to World War II, the political status of Alsace was heavily contested between France and various German states in wars and diplomatic conferences. The economic and cultural capital of Alsace, as well as its largest city, is Strasbourg, which sits on the present German international border. The city is the seat of several international organizations and bodies.",https://en.wikipedia.org/wiki/Alsace,Franco-Prussian War
Zouave,"The Zouaves (French pronunciation: [zwav] ) were a class of light infantry regiments of the French Army and other units modelled on it, which served between 1830 and 1962, mainly in French North Africa. The zouaves were among the most decorated units of the French Army.
It was initially intended that the zouaves would be a regiment of Berber volunteers from the Zwawa group of tribes in Algeria (""Zwawa"" being the origin of the French term zouave) who had gained a martial reputation fighting for local rulers under the Regency of Algiers. The regiment was to consist of 1,600 Zwawa Berbers, French non-commissioned officers and French officers. 500 Zwawa were recruited in August and September 1830. However, twelve years later, this idea was dropped. More zouave regiments were raised and the men recruited to serve in them were almost exclusively French or people of French descent born in French Algeria (pieds-noirs), a policy which continued until the final dissolution of these regiments after the Algerian War.
In the 1860s, zouave units arose in many other countries. The Papal Zouaves were organized by Louis Juchault de Lamoricière, a former commander of North African zouaves, while a former zouave sergeant, François Rochebrune, organized the Polish Zouaves of Death who fought against Russia in the January Uprising of 1863–1864. In the 1870s, former Papal Zouaves formed the cadre for a short-lived Spanish zouave unit. The ""zouave"" title was also used by Brazilian units of black volunteers in the Paraguayan War, possibly due to a perceived link with Africa.
In the United States, zouaves were brought to public attention by Elmer E. Ellsworth, who created and ran a drill company called the ""Zouave Cadets"". The drill company toured nationally. Zouave units were then raised on both sides of the American Civil War of 1861–1865; including a regiment under Ellsworth's command, the 11th New York Infantry—the New York ""Fire Zouaves"". These units were composed of local American sol",https://en.wikipedia.org/wiki/Zouave,Franco-Prussian War
Austro-Prussian rivalry,"Austria and Prussia were the most powerful German states in the Holy Roman Empire by the 18th and 19th centuries and had engaged in a struggle for supremacy among smaller German states. The rivalry was characterized by major territorial conflicts and economic, cultural, and political aspects. Therefore, the rivalry was an important element of the German question in the 19th century.
Both opponents first met in the Silesian Wars and Seven Years' War during the middle 18th century until the conflict's culmination in the Austro-Prussian War of 1866.
The German term is Deutscher Dualismus (literally German dualism), which does not cover only rivalry but also cooperation, for example in the Napoleonic Wars. Indeed, both powers did jointly dominate the German Confederation which functioned only in times of cooperation (1815–1848 and 1851–1859). They still fought on the same side (against Denmark) in the Second Schleswig War (1864).
After 1866 (North German Confederation) and 1871, the new German nation state was dominated by Prussia. As Austria (or Austria-Hungary, since 1867) no longer struggled over the hegemony in Germany, the term Deutscher Dualismus became meaningless. Germany and Austria-Hungary soon became close allies, as proven by the Zweibund of 1879. Both countries were the main Central Powers during World War I (1914–1918). After that war, Austria-Hungary fell apart, and Germany became a republic.",https://en.wikipedia.org/wiki/Austro-Prussian_rivalry,Franco-Prussian War
German Confederation,"The German Confederation (German: Deutscher Bund [ˌdɔʏtʃɐ ˈbʊnt] ) was an association of 39 predominantly German-speaking sovereign states in Central Europe. It was created by the Congress of Vienna in 1815 to replace the Holy Roman Empire, which dissolved in 1806 as a result of the Napoleonic Wars.
The Confederation had only one organ, the Bundesversammlung, or Federal Convention (also Federal Assembly or Confederate Diet). The Convention consisted of the representatives of the member states. The most important issues had to be decided unanimously. The Convention was presided over by the representative of Austria, but this was a formality, as the Confederation had no head of state, since it was not a state.
The Confederation was a strong alliance among its member states because federal law was superior to state law. (The decisions of the Federal Convention were binding for the member states.) Additionally, the Confederation had been established for eternity and was impossible to dissolve (legally), with no member states able to leave it and no new member able to join without universal consent in the Federal Convention. But the Confederation was weakened by its very structure and member states, partly because its most important decisions required unanimity and the purpose of the Confederation was limited to security matters. Moreover, the functioning of the Confederation depended on the cooperation of the two most populous member states, Austria and Prussia, which were often in opposition.
The German revolutions of 1848–1849, motivated by liberal, democratic, socialist, and nationalist sentiments, attempted to transform the Confederation into a unified German federal state with a liberal constitution (usually called the Frankfurt Constitution in English). The Federal Convention dissolved on 12 July 1848 but was reestablished in 1850 after the revolution was crushed by Austria, Prussia, and other states.
The Confederation finally dissolved after the victory of the Ki",https://en.wikipedia.org/wiki/German_Confederation,Franco-Prussian War
Oskar von Sperling,"Oskar Ernst Karl von Sperling (31 January 1814 in Kölleda – 1 May 1872 in Dresden) was a German major general who served during the Baden Revolution and the Second Schleswig, Austro-Prussian, and Franco-Prussian wars. He was the father-in-law of Paul von Hindenburg and maternal grandfather of Erich von Manstein.",https://en.wikipedia.org/wiki/Oskar_von_Sperling,Franco-Prussian War
Hermann von Alvensleben,Hermann Karl Rudolf Gebhard von Alvensleben (1809-1887) was a Prussian Generalleutnant who participated in the Austro-Prussian War and the Franco-Prussian War. He commanded the 1st Cavalry Division during the Battle of Königgrätz and commanded several Army Corps' during the Franco-Prussian War.,https://en.wikipedia.org/wiki/Hermann_von_Alvensleben,Franco-Prussian War
Historical examples of flanking maneuvers,"In military tactics, a flanking maneuver, or flanking manoeuvre (also called a flank attack), is an attack on the sides of an opposing force. If a flanking maneuver succeeds, the opposing force would be surrounded from two or more directions, which significantly reduces the maneuverability of the outflanked force and its ability to defend itself.
Flanking maneuvers play a critical role in nearly every major battle in history;  and have been used effectively by famous military leaders like Hannibal, Julius Caesar, Khalid ibn al-Walid, Napoleon, Saladin, Nader Shah, William Tecumseh Sherman and Stonewall Jackson throughout. Sun Tzu's The Art of War strongly emphasizes the use of flanking, although it does not advocate completely surrounding the enemy force as this may induce it to fight with greater ferocity if it cannot escape.
A flanking maneuver is not always effective, as the flanking force may itself be ambushed while maneuvering, or the main force is unable to pin the defenders in place, allowing them to turn and face the flanking attack.",https://en.wikipedia.org/wiki/Historical_examples_of_flanking_maneuvers,Franco-Prussian War
Vosges (department),"Vosges (French pronunciation: [voʒ] ) is a department in the Grand Est region, Northeastern France. It covers part of the Vosges mountain range, after which it is named. Vosges consists of three arrondissements, 17 cantons and 507 communes, including Domrémy-la-Pucelle, where Joan of Arc was born. In 2019, it had a population of 364,499 with an area of 5,874 km2 (2,268 sq mi); its prefecture is Épinal.",https://en.wikipedia.org/wiki/Vosges_(department),Franco-Prussian War
La Défense de Paris,"La Défense de Paris is a bronze statue by French sculptor Louis-Ernest Barrias. It commemorates the French dead from the Siege of Paris in 1870–71, during the Franco-Prussian War. The sculpture group was unveiled to the west of Paris on 12 October 1883, erected on an existing plinth that had previously supported a bronze sculpture of Napoleon by Charles Émile Seurre, alongside the crossroads between Courbevoie and Puteaux. The location became the La Défense roundabout, but the statue was later removed. The surrounding area was subsumed into Paris as the city expanded later in the 19th and in the 20th centuries; the area became known as La Défense after the statue. The statue was removed to a new location about 1965, and then moved several times before it was placed at its current location near the Arche de la Défense in 2017.

",https://en.wikipedia.org/wiki/La_D%C3%A9fense_de_Paris,Franco-Prussian War
Protecting power,"A protecting power is a country that represents another sovereign state—the protected power—in a third country where the protected power lacks its own formal diplomatic representation (e.g., lacks an embassy or consulate). It is common for protecting powers to be appointed when two countries break off diplomatic relations with each other. The protecting power is responsible for looking after the protected power's diplomatic property and citizens in the hosting state. If diplomatic relations were broken by the outbreak of war, the protecting power also inquires into the welfare of prisoners of war and looks after the interests of civilians in enemy-occupied territory.
The institution of protecting power dates back to the Franco-Prussian War of 1870 and was formalized in the Geneva Convention of 1929. Protecting powers are authorized in all four of the Geneva Conventions of 1949. In addition to sovereign states being appointed as protecting powers, the International Committee of the Red Cross may be appointed a protecting power under Protocol I (1977). The practice of selecting a protecting power in time of peace was formalized in the Vienna Convention on Diplomatic Relations (1961).",https://en.wikipedia.org/wiki/Protecting_power,Franco-Prussian War
Mitrailleuse,"A mitrailleuse (French pronunciation: [mitʁajøz] ; from French mitraille, ""grapeshot"") is a type of volley gun with barrels of rifle calibre that can fire either all rounds at once or in rapid succession. The earliest true mitrailleuse was theorized and proposed in 1851 by Belgian Army captain Fafschamps, ten years before the advent of the Gatling gun. It was followed by the Belgian Montigny mitrailleuse in 1863. Then the French 25 barrel ""Canon à Balles"", better known as the Reffye mitrailleuse, was adopted in great secrecy in 1866. It became the first rapid-firing weapon deployed as standard equipment by any army in a major conflict when it was used during the Franco-Prussian War of 1870–71.
A steel block containing twenty-five 13 mm (.51 calibre) centre-fire cartridges was locked against the breech before firing. With the rotation of a crank, the 25 rounds were discharged in rapid succession. The sustainable firing rate of the Reffye mitrailleuse was 100 rounds per minute and its maximum range was about 2000 yards (1800 m), a distance that placed their batteries beyond the reach of Prussian Dreyse needle rifle fire. Reffye mitrailleuses were deployed in six-gun batteries and were manned by gunners as a form of special artillery.
Although innovative and capable of good ballistic performance, the Reffye mitrailleuse was a tactical failure because its basic concept and operational use were flawed. Only 210 Reffye mitrailleuses were in existence at the beginning of the Franco-Prussian War in 1870. Their field use was discontinued by the French Army after 1871. After the Gatling gun was replaced in service by newer recoil- or gas-operated weapons, multi-barrelled weapons fell into disuse for many decades. Some examples were developed during the interwar years but only as prototypes or were rarely used. The word mitrailleuse became the generic term for a machine gun in the French language because of its early appearance in the field of weapons, although the mitrailleus",https://en.wikipedia.org/wiki/Mitrailleuse,Franco-Prussian War
Belle Époque,"The Belle Époque (French pronunciation: [bɛlepɔk]) or La Belle Époque (French for 'The Beautiful Era') was a period of French and European history that began after the end of the Franco-Prussian War in 1871 and continued until the outbreak of World War I in 1914. Occurring during the era of the French Third Republic, it was a period characterised by optimism, enlightenment, romanticism, regional peace, economic prosperity, conservatism, nationalism, colonial expansion, and technological, scientific and cultural innovations. In this era of France's cultural and artistic climate (particularly in Paris of that time), the arts markedly flourished, and numerous masterpieces of literature, music, theatre and visual art gained extensive recognition.
The Belle Époque was so named in retrospect, when it began to be considered a continental European ""Golden Age"" in contrast to the violence of the Napoleonic Wars and World War I. The Belle Époque was a period in which, according to historian R. R. Palmer, ""European civilisation achieved its greatest power in global politics, and also exerted its maximum influence upon peoples outside Europe.""",https://en.wikipedia.org/wiki/Belle_%C3%89poque,Franco-Prussian War
Postcard,"A postcard or post card is a piece of thick paper or thin cardboard, typically rectangular, intended for writing and mailing without an envelope. Non-rectangular shapes may also be used but are rare.
In some places, one can send a postcard for a lower fee than a letter. Stamp collectors distinguish between postcards (which require a postage stamp) and postal cards (which have the postage pre-printed on them). While a postcard is usually printed and sold by a private company, individual or organization, a postal card is issued by the relevant postal authority (often with pre-printed postage).
Production of postcards blossomed in the late 19th and early 20th centuries. As an easy and quick way for individuals to communicate, they became extremely popular. The study and collecting of postcards is termed deltiology (from Greek deltion, small writing tablet, and the also Greek -logy, the study of).",https://en.wikipedia.org/wiki/Postcard,Franco-Prussian War
Frédéric Auguste Bartholdi,"Frédéric Auguste Bartholdi ( bar-T(H)OL-dee, French: [fʁedeʁik oɡyst baʁtɔldi]; 2 August 1834 – 4 October 1904) was a French sculptor and painter. He is best known for designing Liberty Enlightening the World, commonly known as the Statue of Liberty.",https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Auguste_Bartholdi,Franco-Prussian War
Chasseurs d'Afrique,"The Chasseurs d'Afrique were a light cavalry corps of chasseurs in the French Armée d'Afrique (Army of Africa). First raised in 1831 from regular French cavalry posted to Algeria, they numbered five regiments by World War II. For most of their history they were recruited from either French volunteers or French settlers in North Africa doing their military service. As such they were the mounted equivalent of the French Zouave infantry. The other major cavalry element in the Armee d'Afrique were the Spahis—recruited from the indigenous peoples of Algeria, Tunisia, and Morocco with mostly French officers.",https://en.wikipedia.org/wiki/Chasseurs_d%27Afrique,Franco-Prussian War
Battle of Gravelotte,"The Battle of Gravelotte (or Battle of Gravelotte–St. Privat) on 18 August 1870 was the largest battle of the Franco-Prussian War. Named after Gravelotte, a village in Lorraine, it was fought about 6 miles (9.7 km) west of Metz, where on the previous day, having intercepted the French army's retreat to the west at the Battle of Mars-la-Tour, the Prussians were now closing in to complete the destruction of the French forces.
The combined German forces under King Wilhelm I were the Prussian First and Second Armies of the North German Confederation with 210 infantry battalions, 133 cavalry squadrons, and 732 heavy cannons totaling 188,332 officers and men. The French Army of the Rhine, commanded by Marshal François Achille Bazaine, dug in along high ground with their southern left flank at the town of Rozerieulles, and their northern right flank at St. Privat.
On 18 August, the Prussian First Army under General Karl Friedrich von Steinmetz launched its VII and VIII Corps in repeated assaults against the French positions, backed by artillery and cavalry support. All attacks failed with enormous casualties in the face of French infantry and mitrailleuse firepower. The French did not counter-attack Steinmetz's weakened army. On the Prussian left, the Prussian Guards attacked the French position at St. Privat at 16:50 hours. With the support of the Prussian II and Saxon XII Corps of Prince Friedrich Karl's Second Army, the Guards conquered St. Privat by 20:00 hours after heavy losses, pushing back the French right wing.
Bazaine's Army of the Rhine withdrew into Metz fortress on the morning of 19 August. The German victory at Gravelotte ended Bazaine's army's last chance of retreating west to Verdun. After a siege lasting over two months, the Army of the Rhine surrendered on 27 October 1870.",https://en.wikipedia.org/wiki/Battle_of_Gravelotte,Franco-Prussian War
Abel-Nicolas Bergasse du Petit-Thouars,"Abel-Nicolas Georges Henri Bergasse du Petit-Thouars (March 23, 1832 – March 14, 1890) was a French Navy officer who took part in the Crimean War, the Boshin War, the Franco-Prussian War and the War of the Pacific. He is considered a hero in Peru, and is known there as the Savior of Lima.",https://en.wikipedia.org/wiki/Abel-Nicolas_Bergasse_du_Petit-Thouars,Franco-Prussian War
Duke William of Mecklenburg-Schwerin,"Duke Frederick William Nicholas of Mecklenburg-Schwerin (German: Friedrich Wilhelm Nicolas; 5 March 1827 – 28 July 1879) was the second son of Paul Frederick, Grand Duke of Mecklenburg-Schwerin, and Princess Alexandrine, daughter of King Frederick William III of Prussia.",https://en.wikipedia.org/wiki/Duke_William_of_Mecklenburg-Schwerin,Franco-Prussian War
Remus von Woyrsch,"Martin Wilhelm Remus von Woyrsch (4 February 1847 – 6 August 1920) was a Prussian field marshal, a member of the Prussian House of Lords from 1908 to 1918, and an Ehrenkommendator or Honorary Commander of the Order of St. John.",https://en.wikipedia.org/wiki/Remus_von_Woyrsch,Franco-Prussian War
First International,"The International Workingmen's Association (IWA), often called the First International, was a political international which aimed to unite a variety of left-wing political groups and trade union organizations based on the working class and class struggle. It was founded on 28 September 1864 at a workers' meeting in St Martin's Hall, London, and its first congress was held in 1866 in Geneva.
The IWA's history was characterized by internal conflicts between different socialist and anarchist factions. The initial ideological struggle was between the communists or Marxists, centred around Karl Marx on the General Council, and the mutualists or followers of Pierre-Joseph Proudhon. The communists successfully displaced the mutualists as the dominant ideological trend at the Brussels Congress in 1868. The rise of Mikhail Bakunin's collectivist anarchist faction in the late 1860s led to a more intense conflict over the role of the state and political action in achieving socialism. The organization reached its peak following the Paris Commune of 1871, which was celebrated and defended by the International in Marx's influential address, The Civil War in France. The bloody suppression of the Commune, however, led to a period of harsh government repression against the IWA.
The internal divisions culminated in a definitive split at the Hague Congress in 1872, where Bakunin and his ally James Guillaume were expelled. In a strategic move to prevent the organization from falling under the control of other factions, the congress voted to transfer the seat of the General Council to New York City. This decision effectively marked the end of the IWA as a mass European movement. The New York-based General Council officially disbanded the original International in 1876. The anarchist wing formed a rival International at St. Imier, but it also dissolved by the late 1870s. Although it was short-lived, the First International was a highly significant event in the history of the labour movem",https://en.wikipedia.org/wiki/First_International,Franco-Prussian War
Prince of Bismarck,"Prince of Bismarck (German: Fürst von Bismarck) is a title of the German nobility. The German word Fürst historically denotes a sovereign ruler, and is a higher title than Prinz; however both titles are conventionally rendered as Prince in English. The Prince of Bismarck holds the style of Serene Highness.
The title was created in 1871 for the statesman Otto von Bismarck (1815–1898), who received several noble titles during the course of his career. Born into a noble Junker family (the House of Bismarck), he began life as simply ""Mister (German: Herr) Otto Eduard Leopold von Bismarck"". 
In 1865, he was made Graf von Bismarck-Schönhausen (Count of Bismarck-Schönhausen) following the Prussian victory over Denmark in the Second War of Schleswig. Schönhausen was the Bismarck family's estate, in the Prussian province of Saxony. This hereditary comital title is borne by all of Otto von Bismarck's descendants in the male line.
After Prussia and its allies had defeated France in the Franco-Prussian War of 1870, and following the establishment of a new German Empire which followed in 1871, Bismarck was made Fürst von Bismarck (Prince of Bismarck). This hereditary princely title descends in the male line, but it is only held by the eldest son of the family.
Finally, as a consolation for his dismissal by Emperor Wilhelm II in 1890, Bismarck was made Herzog von Lauenburg (Duke of Lauenburg) for his own lifetime only, and he was accorded the hereditary style of Durchlaucht (equivalent to ""Serene Highness""), held by the incumbent Prince. The Duchy of Lauenburg was one of the territories which Prussia (and Austria) seized from Denmark in 1864, and the choice of this title was therefore a nod to Bismarck's career.
Upon Bismarck's death in 1898, his dukedom became extinct and his princely title passed to his eldest son, Herbert. The current prince is the great-great-grandson of Otto von Bismarck.",https://en.wikipedia.org/wiki/Prince_of_Bismarck,Franco-Prussian War
